date,litecoin,isPartial
2016-08-28,35.0,False
2016-08-29,18.0,False
2016-08-30,18.0,False
2016-08-31,24.0,False
2016-09-01,6.0,False
2016-09-02,38.0,False
2016-09-03,21.0,False
2016-09-04,21.0,False
2016-09-05,42.0,False
2016-09-06,18.0,False
2016-09-07,18.0,False
2016-09-08,12.0,False
2016-09-09,25.0,False
2016-09-10,28.0,False
2016-09-11,35.0,False
2016-09-12,18.0,False
2016-09-13,12.0,False
2016-09-14,24.0,False
2016-09-15,36.0,False
2016-09-16,19.0,False
2016-09-17,21.0,False
2016-09-18,26.0,False
2016-09-19,17.0,False
2016-09-20,23.0,False
2016-09-21,23.0,False
2016-09-22,36.0,False
2016-09-23,31.0,False
2016-09-24,14.0,False
2016-09-25,21.0,False
2016-09-26,41.0,False
2016-09-27,29.0,False
2016-09-28,30.0,False
2016-09-29,24.0,False
2016-09-30,19.0,False
2016-10-01,27.0,False
2016-10-02,26.0,False
2016-10-03,29.0,False
2016-10-04,29.0,False
2016-10-05,41.0,False
2016-10-06,17.0,False
2016-10-07,6.0,False
2016-10-08,20.0,False
2016-10-09,47.0,False
2016-10-10,24.0,False
2016-10-11,23.0,False
2016-10-12,6.0,False
2016-10-13,35.0,False
2016-10-14,24.0,False
2016-10-15,20.0,False
2016-10-16,33.0,False
2016-10-17,23.0,False
2016-10-18,29.0,False
2016-10-19,17.0,False
2016-10-20,12.0,False
2016-10-21,24.0,False
2016-10-22,14.0,False
2016-10-23,20.0,False
2016-10-24,17.0,False
2016-10-25,6.0,False
2016-10-26,35.0,False
2016-10-27,18.0,False
2016-10-28,56.0,False
2016-10-29,27.0,False
2016-10-30,20.0,False
2016-10-31,36.0,False
2016-11-01,24.0,False
2016-11-02,35.0,False
2016-11-03,17.0,False
2016-11-04,18.0,False
2016-11-05,40.0,False
2016-11-06,59.0,False
2016-11-07,28.0,False
2016-11-08,34.0,False
2016-11-09,26.0,False
2016-11-10,6.0,False
2016-11-11,18.0,False
2016-11-12,20.0,False
2016-11-13,26.0,False
2016-11-14,23.0,False
2016-11-15,23.0,False
2016-11-16,29.0,False
2016-11-17,40.0,False
2016-11-18,36.0,False
2016-11-19,20.0,False
2016-11-20,32.0,False
2016-11-21,28.0,False
2016-11-22,34.0,False
2016-11-23,17.0,False
2016-11-24,41.0,False
2016-11-25,35.0,False
2016-11-26,20.0,False
2016-11-27,19.0,False
2016-11-28,27.0,False
2016-11-29,27.0,False
2016-11-30,49.0,False
2016-12-01,39.0,False
2016-12-02,23.0,False
2016-12-03,25.0,False
2016-12-04,48.0,False
2016-12-05,36.0,False
2016-12-06,22.0,False
2016-12-07,22.0,False
2016-12-08,45.0,False
2016-12-09,29.0,False
2016-12-10,33.0,False
2016-12-11,13.0,False
2016-12-12,22.0,False
2016-12-13,33.0,False
2016-12-14,33.0,False
2016-12-15,17.0,False
2016-12-16,31.0,False
2016-12-17,40.0,False
2016-12-18,20.0,False
2016-12-19,40.0,False
2016-12-20,23.0,False
2016-12-21,18.0,False
2016-12-22,24.0,False
2016-12-23,6.0,False
2016-12-24,42.0,False
2016-12-25,59.0,False
2016-12-26,57.0,False
2016-12-27,42.0,False
2016-12-28,49.0,False
2016-12-29,49.0,False
2016-12-30,25.0,False
2016-12-31,48.0,False
2017-01-01,14.0,False
2017-01-02,77.0,False
2017-01-03,96.0,False
2017-01-04,73.0,False
2017-01-05,63.0,False
2017-01-06,53.0,False
2017-01-07,51.0,False
2017-01-08,50.0,False
2017-01-09,38.0,False
2017-01-10,66.0,False
2017-01-11,38.0,False
2017-01-12,50.0,False
2017-01-13,23.0,False
2017-01-14,50.0,False
2017-01-15,80.0,False
2017-01-16,49.0,False
2017-01-17,48.0,False
2017-01-18,70.0,False
2017-01-19,33.0,False
2017-01-20,28.0,False
2017-01-21,31.0,False
2017-01-22,24.0,False
2017-01-23,69.0,False
2017-01-24,21.0,False
2017-01-25,43.0,False
2017-01-26,22.0,False
2017-01-27,46.0,False
2017-01-28,100.0,False
2017-01-29,67.0,False
2017-01-30,79.0,False
2017-01-31,59.0,False
2017-02-01,26.0,False
2017-02-02,27.0,False
2017-02-03,40.0,False
2017-02-04,31.0,False
2017-02-05,42.0,False
2017-02-06,48.0,False
2017-02-07,37.0,False
2017-02-08,16.0,False
2017-02-09,38.0,False
2017-02-10,44.0,False
2017-02-11,25.0,False
2017-02-12,36.0,False
2017-02-13,42.0,False
2017-02-14,22.0,False
2017-02-15,48.0,False
2017-02-16,53.0,False
2017-02-17,32.0,False
2017-02-18,37.0,False
2017-02-19,18.0,False
2017-02-20,43.0,False
2017-02-21,27.0,False
2017-02-22,21.0,False
2017-02-23,48.0,False
2017-02-24,50.0,False
2017-02-25,50.0,False
2017-02-26,50.0,False
2017-02-27,66.66666666666667,False
2017-02-28,66.66666666666667,False
2017-03-01,50.0,False
2017-03-02,66.66666666666667,False
2017-03-03,66.66666666666667,False
2017-03-04,33.333333333333336,False
2017-03-05,66.66666666666667,False
2017-03-06,50.0,False
2017-03-07,50.0,False
2017-03-08,16.666666666666668,False
2017-03-09,50.0,False
2017-03-10,50.0,False
2017-03-11,50.0,False
2017-03-12,66.66666666666667,False
2017-03-13,50.0,False
2017-03-14,50.0,False
2017-03-15,66.66666666666667,False
2017-03-16,33.333333333333336,False
2017-03-17,50.0,False
2017-03-18,83.33333333333334,False
2017-03-19,50.0,False
2017-03-20,100.0,False
2017-03-21,50.0,False
2017-03-22,33.333333333333336,False
2017-03-23,83.33333333333334,False
2017-03-24,100.0,False
2017-03-25,100.0,False
2017-03-26,33.333333333333336,False
2017-03-27,50.0,False
2017-03-28,83.33333333333334,False
2017-03-29,66.66666666666667,False
2017-03-30,200.0,False
2017-03-31,100.0,False
2017-04-01,150.0,False
2017-04-02,183.33333333333334,False
2017-04-03,183.33333333333334,False
2017-04-04,166.66666666666669,False
2017-04-05,283.33333333333337,False
2017-04-06,216.66666666666669,False
2017-04-07,183.33333333333334,False
2017-04-08,133.33333333333334,False
2017-04-09,166.66666666666669,False
2017-04-10,166.66666666666669,False
2017-04-11,150.0,False
2017-04-12,316.6666666666667,False
2017-04-13,233.33333333333334,False
2017-04-14,200.0,False
2017-04-15,183.33333333333334,False
2017-04-16,116.66666666666667,False
2017-04-17,233.33333333333334,False
2017-04-18,133.33333333333334,False
2017-04-19,116.66666666666667,False
2017-04-20,83.33333333333334,False
2017-04-21,216.66666666666669,False
2017-04-22,150.0,False
2017-04-23,300.0,False
2017-04-24,200.0,False
2017-04-25,150.0,False
2017-04-26,200.0,False
2017-04-27,150.0,False
2017-04-28,133.33333333333334,False
2017-04-29,116.66666666666667,False
2017-04-30,83.33333333333334,False
2017-05-01,133.33333333333334,False
2017-05-02,150.0,False
2017-05-03,450.00000000000006,False
2017-05-04,516.6666666666667,False
2017-05-05,450.00000000000006,False
2017-05-06,216.66666666666669,False
2017-05-07,383.33333333333337,False
2017-05-08,366.6666666666667,False
2017-05-09,383.33333333333337,False
2017-05-10,716.6666666666667,False
2017-05-11,400.0,False
2017-05-12,350.0,False
2017-05-13,316.6666666666667,False
2017-05-14,183.33333333333334,False
2017-05-15,183.33333333333334,False
2017-05-16,366.6666666666667,False
2017-05-17,300.0,False
2017-05-18,133.33333333333334,False
2017-05-19,300.0,False
2017-05-20,300.0,False
2017-05-21,266.6666666666667,False
2017-05-22,500.00000000000006,False
2017-05-23,583.3333333333334,False
2017-05-24,650.0,False
2017-05-25,700.0,False
2017-05-26,466.6666666666667,False
2017-05-27,416.6666666666667,False
2017-05-28,300.0,False
2017-05-29,300.0,False
2017-05-30,333.33333333333337,False
2017-05-31,383.33333333333337,False
2017-06-01,333.33333333333337,False
2017-06-02,316.6666666666667,False
2017-06-03,250.00000000000003,False
2017-06-04,383.33333333333337,False
2017-06-05,466.6666666666667,False
2017-06-06,433.33333333333337,False
2017-06-07,733.3333333333334,False
2017-06-08,1150.0,False
2017-06-09,1266.6666666666667,False
2017-06-10,1666.6666666666667,False
2017-06-11,1183.3333333333335,False
2017-06-12,816.6666666666667,False
2017-06-13,633.3333333333334,False
2017-06-14,666.6666666666667,False
2017-06-15,566.6666666666667,False
2017-06-16,700.0,False
2017-06-17,1316.6666666666667,False
2017-06-18,883.3333333333334,False
2017-06-19,883.3333333333334,False
2017-06-20,733.3333333333334,False
2017-06-21,650.0,False
2017-06-22,633.3333333333334,False
2017-06-23,516.6666666666667,False
2017-06-24,450.00000000000006,False
2017-06-25,550.0,False
2017-06-26,600.0,False
2017-06-27,516.6666666666667,False
2017-06-28,433.33333333333337,False
2017-06-29,300.0,False
2017-06-30,383.33333333333337,False
2017-07-01,266.6666666666667,False
2017-07-02,333.33333333333337,False
2017-07-03,516.6666666666667,False
2017-07-04,750.0,False
2017-07-05,600.0,False
2017-07-06,516.6666666666667,False
2017-07-07,450.00000000000006,False
2017-07-08,500.00000000000006,False
2017-07-09,416.6666666666667,False
2017-07-10,366.6666666666667,False
2017-07-11,483.33333333333337,False
2017-07-12,416.6666666666667,False
2017-07-13,416.6666666666667,False
2017-07-14,316.6666666666667,False
2017-07-15,533.3333333333334,False
2017-07-16,516.6666666666667,False
2017-07-17,516.6666666666667,False
2017-07-18,416.6666666666667,False
2017-07-19,400.0,False
2017-07-20,416.6666666666667,False
2017-07-21,400.0,False
2017-07-22,316.6666666666667,False
2017-07-23,333.33333333333337,False
2017-07-24,400.0,False
2017-07-25,283.33333333333337,False
2017-07-26,283.33333333333337,False
2017-07-27,283.33333333333337,False
2017-07-28,366.6666666666667,False
2017-07-29,350.0,False
2017-07-30,233.33333333333334,False
2017-07-31,383.33333333333337,False
2017-08-01,333.33333333333337,False
2017-08-02,416.6666666666667,False
2017-08-03,316.6666666666667,False
2017-08-04,283.33333333333337,False
2017-08-05,500.00000000000006,False
2017-08-06,416.6666666666667,False
2017-08-07,383.33333333333337,False
2017-08-08,433.33333333333337,False
2017-08-09,383.33333333333337,False
2017-08-10,383.33333333333337,False
2017-08-11,366.6666666666667,False
2017-08-12,350.0,False
2017-08-13,433.33333333333337,False
2017-08-14,400.0,False
2017-08-15,583.3333333333334,False
2017-08-16,450.00000000000006,False
2017-08-17,366.6666666666667,False
2017-08-18,400.0,False
2017-08-19,383.33333333333337,False
2017-08-20,366.6666666666667,False
2017-08-21,400.0,False
2017-08-22,383.33333333333337,False
2017-08-23,716.6666666666667,False
2017-08-24,716.6666666666667,False
2017-08-25,477.7777777777778,False
2017-08-26,477.7777777777778,False
2017-08-27,955.5555555555557,False
2017-08-28,716.6666666666667,False
2017-08-29,716.6666666666667,False
2017-08-30,716.6666666666667,False
2017-08-31,1194.4444444444446,False
2017-09-01,1911.1111111111113,False
2017-09-02,1433.3333333333335,False
2017-09-03,955.5555555555557,False
2017-09-04,1194.4444444444446,False
2017-09-05,955.5555555555557,False
2017-09-06,716.6666666666667,False
2017-09-07,716.6666666666667,False
2017-09-08,716.6666666666667,False
2017-09-09,477.7777777777778,False
2017-09-10,477.7777777777778,False
2017-09-11,477.7777777777778,False
2017-09-12,716.6666666666667,False
2017-09-13,716.6666666666667,False
2017-09-14,955.5555555555557,False
2017-09-15,955.5555555555557,False
2017-09-16,477.7777777777778,False
2017-09-17,477.7777777777778,False
2017-09-18,477.7777777777778,False
2017-09-19,477.7777777777778,False
2017-09-20,477.7777777777778,False
2017-09-21,477.7777777777778,False
2017-09-22,477.7777777777778,False
2017-09-23,238.8888888888889,False
2017-09-24,238.8888888888889,False
2017-09-25,477.7777777777778,False
2017-09-26,477.7777777777778,False
2017-09-27,477.7777777777778,False
2017-09-28,477.7777777777778,False
2017-09-29,238.8888888888889,False
2017-09-30,238.8888888888889,False
2017-10-01,238.8888888888889,False
2017-10-02,238.8888888888889,False
2017-10-03,238.8888888888889,False
2017-10-04,238.8888888888889,False
2017-10-05,238.8888888888889,False
2017-10-06,238.8888888888889,False
2017-10-07,238.8888888888889,False
2017-10-08,238.8888888888889,False
2017-10-09,477.7777777777778,False
2017-10-10,238.8888888888889,False
2017-10-11,238.8888888888889,False
2017-10-12,716.6666666666667,False
2017-10-13,716.6666666666667,False
2017-10-14,716.6666666666667,False
2017-10-15,716.6666666666667,False
2017-10-16,477.7777777777778,False
2017-10-17,477.7777777777778,False
2017-10-18,477.7777777777778,False
2017-10-19,477.7777777777778,False
2017-10-20,477.7777777777778,False
2017-10-21,477.7777777777778,False
2017-10-22,477.7777777777778,False
2017-10-23,716.6666666666667,False
2017-10-24,477.7777777777778,False
2017-10-25,477.7777777777778,False
2017-10-26,477.7777777777778,False
2017-10-27,477.7777777777778,False
2017-10-28,477.7777777777778,False
2017-10-29,477.7777777777778,False
2017-10-30,477.7777777777778,False
2017-10-31,477.7777777777778,False
2017-11-01,716.6666666666667,False
2017-11-02,716.6666666666667,False
2017-11-03,477.7777777777778,False
2017-11-04,477.7777777777778,False
2017-11-05,716.6666666666667,False
2017-11-06,716.6666666666667,False
2017-11-07,716.6666666666667,False
2017-11-08,955.5555555555557,False
2017-11-09,716.6666666666667,False
2017-11-10,716.6666666666667,False
2017-11-11,477.7777777777778,False
2017-11-12,477.7777777777778,False
2017-11-13,716.6666666666667,False
2017-11-14,477.7777777777778,False
2017-11-15,716.6666666666667,False
2017-11-16,716.6666666666667,False
2017-11-17,955.5555555555557,False
2017-11-18,716.6666666666667,False
2017-11-19,716.6666666666667,False
2017-11-20,955.5555555555557,False
2017-11-21,955.5555555555557,False
2017-11-22,955.5555555555557,False
2017-11-23,955.5555555555557,False
2017-11-24,716.6666666666667,False
2017-11-25,1433.3333333333335,False
2017-11-26,1194.4444444444446,False
2017-11-27,1911.1111111111113,False
2017-11-28,1911.1111111111113,False
2017-11-29,3583.333333333334,False
2017-11-30,2388.888888888889,False
2017-12-01,2150.0,False
2017-12-02,1911.1111111111113,False
2017-12-03,1672.2222222222224,False
2017-12-04,1911.1111111111113,False
2017-12-05,1672.2222222222224,False
2017-12-06,2388.888888888889,False
2017-12-07,3344.444444444445,False
2017-12-08,5016.666666666667,False
2017-12-09,7644.444444444445,False
2017-12-10,4061.1111111111113,False
2017-12-11,7883.333333333334,False
2017-12-12,23888.88888888889,False
2017-12-13,14572.222222222224,False
2017-12-14,9316.666666666668,False
2017-12-15,7405.555555555557,False
2017-12-16,5255.555555555557,False
2017-12-17,5733.333333333334,False
2017-12-18,5255.555555555557,False
2017-12-19,6211.111111111111,False
2017-12-20,6211.111111111111,False
2017-12-21,5494.444444444445,False
2017-12-22,7166.666666666668,False
2017-12-23,4061.1111111111113,False
2017-12-24,3105.5555555555557,False
2017-12-25,2627.7777777777783,False
2017-12-26,2627.7777777777783,False
2017-12-27,2866.666666666667,False
2017-12-28,3105.5555555555557,False
2017-12-29,2627.7777777777783,False
2017-12-30,3344.444444444445,False
2017-12-31,2388.888888888889,False
2018-01-01,1911.1111111111113,False
2018-01-02,2627.7777777777783,False
2018-01-03,2866.666666666667,False
2018-01-04,3105.5555555555557,False
2018-01-05,2627.7777777777783,False
2018-01-06,3344.444444444445,False
2018-01-07,2627.7777777777783,False
2018-01-08,2866.666666666667,False
2018-01-09,2627.7777777777783,False
2018-01-10,2388.888888888889,False
2018-01-11,2150.0,False
2018-01-12,1911.1111111111113,False
2018-01-13,1672.2222222222224,False
2018-01-14,1433.3333333333335,False
2018-01-15,1433.3333333333335,False
2018-01-16,2388.888888888889,False
2018-01-17,2627.7777777777783,False
2018-01-18,1672.2222222222224,False
2018-01-19,1433.3333333333335,False
2018-01-20,1194.4444444444446,False
2018-01-21,1194.4444444444446,False
2018-01-22,1194.4444444444446,False
2018-01-23,1194.4444444444446,False
2018-01-24,1194.4444444444446,False
2018-01-25,955.5555555555557,False
2018-01-26,1194.4444444444446,False
2018-01-27,955.5555555555557,False
2018-01-28,1194.4444444444446,False
2018-01-29,1194.4444444444446,False
2018-01-30,955.5555555555557,False
2018-01-31,955.5555555555557,False
2018-02-01,1433.3333333333335,False
2018-02-02,1433.3333333333335,False
2018-02-03,1194.4444444444446,False
2018-02-04,1911.1111111111113,False
2018-02-05,1433.3333333333335,False
2018-02-06,1433.3333333333335,False
2018-02-07,1194.4444444444446,False
2018-02-08,955.5555555555557,False
2018-02-09,1194.4444444444446,False
2018-02-10,955.5555555555557,False
2018-02-11,955.5555555555557,False
2018-02-12,955.5555555555557,False
2018-02-13,955.5555555555557,False
2018-02-14,3344.444444444445,False
2018-02-15,2627.7777777777783,False
2018-02-16,1911.1111111111113,False
2018-02-17,1672.2222222222224,False
2018-02-18,2150.0,False
2018-02-19,2150.0,False
2018-02-20,2654.320987654321,False
2018-02-21,1672.2222222222222,False
2018-02-22,1220.9876543209875,False
2018-02-23,1167.9012345679012,False
2018-02-24,849.3827160493827,False
2018-02-25,1035.1851851851852,False
2018-02-26,1539.506172839506,False
2018-02-27,1141.358024691358,False
2018-02-28,875.9259259259259,False
2018-03-01,796.2962962962963,False
2018-03-02,743.2098765432098,False
2018-03-03,663.5802469135803,False
2018-03-04,451.2345679012345,False
2018-03-05,743.2098765432098,False
2018-03-06,716.6666666666666,False
2018-03-07,716.6666666666666,False
2018-03-08,849.3827160493827,False
2018-03-09,849.3827160493827,False
2018-03-10,637.037037037037,False
2018-03-11,504.32098765432096,False
2018-03-12,583.9506172839506,False
2018-03-13,610.4938271604938,False
2018-03-14,663.5802469135803,False
2018-03-15,690.1234567901234,False
2018-03-16,424.69135802469134,False
2018-03-17,610.4938271604938,False
2018-03-18,743.2098765432098,False
2018-03-19,557.4074074074074,False
2018-03-20,530.8641975308642,False
2018-03-21,637.037037037037,False
2018-03-22,504.32098765432096,False
2018-03-23,451.2345679012345,False
2018-03-24,398.14814814814815,False
2018-03-25,345.0617283950617,False
2018-03-26,663.5802469135803,False
2018-03-27,583.9506172839506,False
2018-03-28,716.6666666666666,False
2018-03-29,716.6666666666666,False
2018-03-30,637.037037037037,False
2018-03-31,424.69135802469134,False
2018-04-01,424.69135802469134,False
2018-04-02,477.77777777777777,False
2018-04-03,637.037037037037,False
2018-04-04,451.2345679012345,False
2018-04-05,530.8641975308642,False
2018-04-06,398.14814814814815,False
2018-04-07,318.5185185185185,False
2018-04-08,371.6049382716049,False
2018-04-09,557.4074074074074,False
2018-04-10,477.77777777777777,False
2018-04-11,451.2345679012345,False
2018-04-12,530.8641975308642,False
2018-04-13,637.037037037037,False
2018-04-14,371.6049382716049,False
2018-04-15,424.69135802469134,False
2018-04-16,371.6049382716049,False
2018-04-17,557.4074074074074,False
2018-04-18,477.77777777777777,False
2018-04-19,583.9506172839506,False
2018-04-20,637.037037037037,False
2018-04-21,530.8641975308642,False
2018-04-22,504.32098765432096,False
2018-04-23,530.8641975308642,False
2018-04-24,610.4938271604938,False
2018-04-25,530.8641975308642,False
2018-04-26,424.69135802469134,False
2018-04-27,424.69135802469134,False
2018-04-28,424.69135802469134,False
2018-04-29,371.6049382716049,False
2018-04-30,345.0617283950617,False
2018-05-01,398.14814814814815,False
2018-05-02,451.2345679012345,False
2018-05-03,424.69135802469134,False
2018-05-04,504.32098765432096,False
2018-05-05,557.4074074074074,False
2018-05-06,504.32098765432096,False
2018-05-07,398.14814814814815,False
2018-05-08,451.2345679012345,False
